community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	minimal	B_bin.15	B_bin.34	M_fe3_e	0.04	0.03	1	0.0012
all	minimal	B_bin.15	B_bin.34	M_h2s_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.34	M_h_e	0.04	0.78	1	0.031200000000000002
all	minimal	B_bin.15	B_bin.34	M_nac_e	0.04	0.01	1	0.0004
all	minimal	B_bin.15	B_bin.34	M_o2_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.34	M_pi_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.34	M_thm_e	0.04	0.01	1	0.0004
all	minimal	B_bin.15	B_bin.37	M_fe2_e	0.23	0.98	1	0.22540000000000002
all	minimal	B_bin.15	B_bin.37	M_fe3_e	0.23	0.03	1	0.0069
all	minimal	B_bin.15	B_bin.37	M_h2s_e	0.23	1.0	1	0.23
all	minimal	B_bin.15	B_bin.37	M_h_e	0.23	0.78	1	0.1794
all	minimal	B_bin.15	B_bin.37	M_o2_e	0.23	1.0	1	0.23
all	minimal	B_bin.15	B_bin.37	M_pi_e	0.23	1.0	1	0.23
all	minimal	B_bin.15	B_bin.37	M_thm_e	0.23	0.01	1	0.0023
all	minimal	B_bin.15	B_bin.5	M_fe2_e	0.04	0.98	1	0.0392
all	minimal	B_bin.15	B_bin.5	M_fe3_e	0.04	0.03	1	0.0012
all	minimal	B_bin.15	B_bin.5	M_h2s_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.5	M_pi_e	0.04	1.0	1	0.04
all	minimal	B_bin.15	B_bin.6	M_fe2_e	1.0	0.98	1	0.98
all	minimal	B_bin.15	B_bin.6	M_fe3_e	1.0	0.03	1	0.03
all	minimal	B_bin.15	B_bin.6	M_h2s_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.6	M_h_e	1.0	0.78	1	0.78
all	minimal	B_bin.15	B_bin.6	M_his__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.6	M_lys__L_e	1.0	0.25	1	0.25
all	minimal	B_bin.15	B_bin.6	M_pheme_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.6	M_pi_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.7	M_arg__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.7	M_fe3_e	1.0	0.03	1	0.03
all	minimal	B_bin.15	B_bin.7	M_h2s_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.7	M_h_e	1.0	0.78	1	0.78
all	minimal	B_bin.15	B_bin.7	M_lys__L_e	1.0	0.25	1	0.25
all	minimal	B_bin.15	B_bin.7	M_o2_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.7	M_pheme_e	1.0	1.0	1	1.0
all	minimal	B_bin.15	B_bin.7	M_thm_e	1.0	0.01	1	0.01
all	minimal	B_bin.15	B_bin.8	M_diact_e	0.3	0.22	1	0.066
all	minimal	B_bin.15	B_bin.8	M_fe2_e	0.3	0.98	1	0.294
all	minimal	B_bin.15	B_bin.8	M_fe3_e	0.3	0.03	1	0.009
all	minimal	B_bin.15	B_bin.8	M_h2s_e	0.3	1.0	1	0.3
all	minimal	B_bin.15	B_bin.8	M_h_e	0.3	0.78	1	0.23399999999999999
all	minimal	B_bin.15	B_bin.8	M_istfrnB_e	0.3	0.02	1	0.006
all	minimal	B_bin.15	B_bin.8	M_lys__L_e	0.3	0.25	1	0.075
all	minimal	B_bin.15	B_bin.8	M_o2_e	0.3	1.0	1	0.3
all	minimal	B_bin.15	B_bin.8	M_pi_e	0.3	1.0	1	0.3
all	minimal	B_bin.15	B_bin.8	M_thm_e	0.3	0.01	1	0.003
all	minimal	B_bin.15	B_bin.9	M_fe2_e	0.03	0.98	1	0.0294
all	minimal	B_bin.15	B_bin.9	M_fe3_e	0.03	0.03	1	0.0009
all	minimal	B_bin.15	B_bin.9	M_h2s_e	0.03	1.0	1	0.03
all	minimal	B_bin.15	B_bin.9	M_h_e	0.03	0.78	1	0.0234
all	minimal	B_bin.15	B_bin.9	M_istfrnB_e	0.03	0.02	1	0.0006
all	minimal	B_bin.15	B_bin.9	M_pi_e	0.03	1.0	1	0.03
all	minimal	B_bin.17	B_bin.1	M_4abz_e	0.06	0.03	1	0.0018
all	minimal	B_bin.17	B_bin.1	M_acald_e	0.06	0.02	1	0.0012
all	minimal	B_bin.17	B_bin.1	M_alaala_e	0.06	0.17	1	0.0102
all	minimal	B_bin.17	B_bin.1	M_cys__L_e	0.06	0.02	1	0.0012
all	minimal	B_bin.17	B_bin.1	M_lys__L_e	0.06	0.03	1	0.0018
all	minimal	B_bin.17	B_bin.1	M_nh4_e	0.06	0.45	1	0.027
all	minimal	B_bin.17	B_bin.1	M_o2_e	0.06	0.95	1	0.056999999999999995
all	minimal	B_bin.17	B_bin.1	M_pheme_e	0.06	1.0	1	0.06
all	minimal	B_bin.17	B_bin.1	M_pi_e	0.06	0.38	1	0.0228
all	minimal	B_bin.17	B_bin.1	M_ura_e	0.06	0.12	1	0.0072
all	minimal	B_bin.17	B_bin.10	M_acald_e	0.79	0.02	1	0.0158
all	minimal	B_bin.17	B_bin.10	M_fe2_e	0.79	1.0	1	0.79
all	minimal	B_bin.17	B_bin.10	M_gal_e	0.79	1.0	1	0.79
all	minimal	B_bin.17	B_bin.10	M_lys__L_e	0.79	0.03	1	0.0237
all	minimal	B_bin.17	B_bin.10	M_nh4_e	0.79	0.45	1	0.35550000000000004
all	minimal	B_bin.17	B_bin.10	M_o2_e	0.79	0.95	1	0.7505
all	minimal	B_bin.17	B_bin.10	M_pi_e	0.79	0.38	1	0.3002
all	minimal	B_bin.17	B_bin.11	M_acald_e	0.05	0.02	1	0.001
all	minimal	B_bin.17	B_bin.11	M_cys__L_e	0.05	0.02	1	0.001
all	minimal	B_bin.17	B_bin.11	M_fe2_e	0.05	1.0	1	0.05
all	minimal	B_bin.17	B_bin.11	M_nh4_e	0.05	0.45	1	0.022500000000000003
all	minimal	B_bin.17	B_bin.12	M_acald_e	0.05	0.02	1	0.001
all	minimal	B_bin.17	B_bin.12	M_fe2_e	0.05	1.0	1	0.05
all	minimal	B_bin.17	B_bin.12	M_nh4_e	0.05	0.45	1	0.022500000000000003
all	minimal	B_bin.17	B_bin.12	M_o2_e	0.05	0.95	1	0.0475
all	minimal	B_bin.17	B_bin.12	M_pi_e	0.05	0.38	1	0.019000000000000003
all	minimal	B_bin.17	B_bin.12	M_ura_e	0.05	0.12	1	0.006
all	minimal	B_bin.17	B_bin.14	M_acald_e	0.19	0.02	1	0.0038
all	minimal	B_bin.17	B_bin.14	M_ch4s_e	0.19	0.72	1	0.1368
all	minimal	B_bin.17	B_bin.14	M_fe2_e	0.19	1.0	1	0.19
all	minimal	B_bin.17	B_bin.14	M_indole_e	0.19	0.01	1	0.0019
all	minimal	B_bin.17	B_bin.14	M_nh4_e	0.19	0.45	1	0.0855
all	minimal	B_bin.17	B_bin.14	M_o2_e	0.19	0.95	1	0.1805
all	minimal	B_bin.17	B_bin.14	M_pheme_e	0.19	1.0	1	0.19
all	minimal	B_bin.17	B_bin.15	M_acald_e	0.08	0.02	1	0.0016
all	minimal	B_bin.17	B_bin.15	M_fe2_e	0.08	1.0	1	0.08
all	minimal	B_bin.17	B_bin.15	M_nh4_e	0.08	0.45	1	0.036000000000000004
all	minimal	B_bin.17	B_bin.18	M_acald_e	0.05	0.02	1	0.001
all	minimal	B_bin.17	B_bin.18	M_fe2_e	0.05	1.0	1	0.05
all	minimal	B_bin.17	B_bin.18	M_nh4_e	0.05	0.45	1	0.022500000000000003
all	minimal	B_bin.17	B_bin.18	M_o2_e	0.05	0.95	1	0.0475
all	minimal	B_bin.17	B_bin.18	M_pi_e	0.05	0.38	1	0.019000000000000003
all	minimal	B_bin.17	B_bin.18	M_ura_e	0.05	0.12	1	0.006
all	minimal	B_bin.17	B_bin.20	M_fe2_e	1.0	1.0	1	1.0
all	minimal	B_bin.17	B_bin.20	M_glu__L_e	1.0	0.01	1	0.01
all	minimal	B_bin.17	B_bin.20	M_indole_e	1.0	0.01	1	0.01
all	minimal	B_bin.17	B_bin.20	M_lys__L_e	1.0	0.03	1	0.03
all	minimal	B_bin.17	B_bin.20	M_nh4_e	1.0	0.45	1	0.45
all	minimal	B_bin.17	B_bin.20	M_thr__L_e	1.0	1.0	1	1.0
all	minimal	B_bin.17	B_bin.20	M_ura_e	1.0	0.12	1	0.12
all	minimal	B_bin.17	B_bin.21	M_acald_e	0.05	0.02	1	0.001
all	minimal	B_bin.17	B_bin.21	M_cys__L_e	0.05	0.02	1	0.001
all	minimal	B_bin.17	B_bin.21	M_fe2_e	0.05	1.0	1	0.05
all	minimal	B_bin.17	B_bin.21	M_indole_e	0.05	0.01	1	0.0005
all	minimal	B_bin.17	B_bin.21	M_nh4_e	0.05	0.45	1	0.022500000000000003
all	minimal	B_bin.17	B_bin.21	M_pheme_e	0.05	1.0	1	0.05
all	minimal	B_bin.17	B_bin.21	M_ura_e	0.05	0.12	1	0.006
all	minimal	B_bin.17	B_bin.23	M_4abz_e	0.06	0.03	1	0.0018
all	minimal	B_bin.17	B_bin.23	M_acald_e	0.06	0.02	1	0.0012
all	minimal	B_bin.17	B_bin.23	M_arg__L_e	0.06	0.97	1	0.058199999999999995
all	minimal	B_bin.17	B_bin.23	M_coa_e	0.06	0.01	1	0.0006
all	minimal	B_bin.17	B_bin.23	M_fe2_e	0.06	1.0	1	0.06
all	minimal	B_bin.17	B_bin.23	M_lys__L_e	0.06	0.03	1	0.0018
all	minimal	B_bin.17	B_bin.23	M_nh4_e	0.06	0.45	1	0.027
all	minimal	B_bin.17	B_bin.23	M_o2_e	0.06	0.95	1	0.056999999999999995
all	minimal	B_bin.17	B_bin.23	M_pheme_e	0.06	1.0	1	0.06
all	minimal	B_bin.17	B_bin.23	M_pi_e	0.06	0.38	1	0.0228
all	minimal	B_bin.17	B_bin.23	M_ura_e	0.06	0.12	1	0.0072
all	minimal	B_bin.17	B_bin.24	M_4abz_e	0.06	0.03	1	0.0018
all	minimal	B_bin.17	B_bin.24	M_acald_e	0.06	0.02	1	0.0012
all	minimal	B_bin.17	B_bin.24	M_alaala_e	0.06	0.17	1	0.0102
all	minimal	B_bin.17	B_bin.24	M_fe2_e	0.06	1.0	1	0.06
all	minimal	B_bin.17	B_bin.24	M_gal_e	0.06	1.0	1	0.06
all	minimal	B_bin.17	B_bin.24	M_nh4_e	0.06	0.45	1	0.027
all	minimal	B_bin.17	B_bin.24	M_pheme_e	0.06	1.0	1	0.06
all	minimal	B_bin.17	B_bin.25	M_acald_e	0.6	0.02	1	0.012
all	minimal	B_bin.17	B_bin.25	M_fe2_e	0.6	1.0	1	0.6
all	minimal	B_bin.17	B_bin.25	M_met__D_e	0.6	0.28	1	0.168
all	minimal	B_bin.17	B_bin.25	M_nh4_e	0.6	0.45	1	0.27
all	minimal	B_bin.17	B_bin.25	M_pi_e	0.6	0.38	1	0.22799999999999998
all	minimal	B_bin.17	B_bin.25	M_ura_e	0.6	0.12	1	0.072
all	minimal	B_bin.17	B_bin.26	M_acald_e	0.1	0.02	1	0.002
all	minimal	B_bin.17	B_bin.26	M_fe2_e	0.1	1.0	1	0.1
all	minimal	B_bin.17	B_bin.26	M_nh4_e	0.1	0.45	1	0.045000000000000005
all	minimal	B_bin.17	B_bin.28	M_4abz_e	0.26	0.03	1	0.0078
all	minimal	B_bin.17	B_bin.28	M_acald_e	0.26	0.02	1	0.005200000000000001
all	minimal	B_bin.17	B_bin.28	M_alaala_e	0.26	0.17	1	0.0442
all	minimal	B_bin.17	B_bin.28	M_fe2_e	0.26	1.0	1	0.26
all	minimal	B_bin.17	B_bin.28	M_nh4_e	0.26	0.45	1	0.117
all	minimal	B_bin.17	B_bin.29	M_acald_e	0.46	0.02	1	0.0092
all	minimal	B_bin.17	B_bin.29	M_ala__L_e	0.46	0.35	1	0.161
all	minimal	B_bin.17	B_bin.29	M_ch4s_e	0.46	0.72	1	0.3312
all	minimal	B_bin.17	B_bin.29	M_fe2_e	0.46	1.0	1	0.46
all	minimal	B_bin.17	B_bin.29	M_lys__L_e	0.46	0.03	1	0.0138
all	minimal	B_bin.17	B_bin.29	M_nh4_e	0.46	0.45	1	0.20700000000000002
all	minimal	B_bin.17	B_bin.29	M_o2_e	0.46	0.95	1	0.437
all	minimal	B_bin.17	B_bin.29	M_ura_e	0.46	0.12	1	0.0552
all	minimal	B_bin.17	B_bin.3	M_acald_e	0.05	0.02	1	0.001
all	minimal	B_bin.17	B_bin.3	M_fe2_e	0.05	1.0	1	0.05
all	minimal	B_bin.17	B_bin.3	M_met__D_e	0.05	0.28	1	0.014000000000000002
all	minimal	B_bin.17	B_bin.3	M_nh4_e	0.05	0.45	1	0.022500000000000003
all	minimal	B_bin.17	B_bin.31	M_ch4s_e	0.17	0.72	1	0.12240000000000001
all	minimal	B_bin.17	B_bin.31	M_fe2_e	0.17	1.0	1	0.17
all	minimal	B_bin.17	B_bin.31	M_nh4_e	0.17	0.45	1	0.07650000000000001
all	minimal	B_bin.17	B_bin.32	M_acald_e	0.04	0.02	1	0.0008
all	minimal	B_bin.17	B_bin.32	M_alaala_e	0.04	0.17	1	0.0068000000000000005
all	minimal	B_bin.17	B_bin.32	M_fe2_e	0.04	1.0	1	0.04
all	minimal	B_bin.17	B_bin.32	M_gal_e	0.04	1.0	1	0.04
all	minimal	B_bin.17	B_bin.32	M_indole_e	0.04	0.01	1	0.0004
all	minimal	B_bin.17	B_bin.32	M_nh4_e	0.04	0.45	1	0.018000000000000002
all	minimal	B_bin.17	B_bin.32	M_o2_e	0.04	0.95	1	0.038
all	minimal	B_bin.17	B_bin.32	M_pi_e	0.04	0.38	1	0.0152
all	minimal	B_bin.17	B_bin.32	M_ura_e	0.04	0.12	1	0.0048
all	minimal	B_bin.17	B_bin.33	M_4abz_e	0.04	0.03	1	0.0012
all	minimal	B_bin.17	B_bin.33	M_acald_e	0.04	0.02	1	0.0008
all	minimal	B_bin.17	B_bin.33	M_acgam1p_e	0.04	0.23	1	0.0092
all	minimal	B_bin.17	B_bin.33	M_nh4_e	0.04	0.45	1	0.018000000000000002
all	minimal	B_bin.17	B_bin.34	M_acald_e	0.04	0.02	1	0.0008
all	minimal	B_bin.17	B_bin.34	M_ch4s_e	0.04	0.72	1	0.0288
all	minimal	B_bin.17	B_bin.34	M_nh4_e	0.04	0.45	1	0.018000000000000002
all	minimal	B_bin.17	B_bin.34	M_o2_e	0.04	0.95	1	0.038
all	minimal	B_bin.17	B_bin.34	M_pi_e	0.04	0.38	1	0.0152
all	minimal	B_bin.17	B_bin.37	M_4abz_e	0.22	0.03	1	0.0066
all	minimal	B_bin.17	B_bin.37	M_acald_e	0.22	0.02	1	0.0044
all	minimal	B_bin.17	B_bin.37	M_acgam1p_e	0.22	0.23	1	0.0506
all	minimal	B_bin.17	B_bin.37	M_alaala_e	0.22	0.17	1	0.0374
all	minimal	B_bin.17	B_bin.37	M_cys__L_e	0.22	0.02	1	0.0044
all	minimal	B_bin.17	B_bin.37	M_fe2_e	0.22	1.0	1	0.22
all	minimal	B_bin.17	B_bin.37	M_nh4_e	0.22	0.45	1	0.099
all	minimal	B_bin.17	B_bin.37	M_o2_e	0.22	0.95	1	0.209
all	minimal	B_bin.17	B_bin.37	M_pi_e	0.22	0.38	1	0.08360000000000001
all	minimal	B_bin.17	B_bin.37	M_ura_e	0.22	0.12	1	0.0264
all	minimal	B_bin.17	B_bin.5	M_acald_e	0.15	0.02	1	0.003
all	minimal	B_bin.17	B_bin.5	M_fe2_e	0.15	1.0	1	0.15
all	minimal	B_bin.17	B_bin.5	M_nh4_e	0.15	0.45	1	0.0675
all	minimal	B_bin.17	B_bin.5	M_pi_e	0.15	0.38	1	0.056999999999999995
all	minimal	B_bin.17	B_bin.5	M_ura_e	0.15	0.12	1	0.018
all	minimal	B_bin.17	B_bin.6	M_4abz_e	0.04	0.03	1	0.0012
all	minimal	B_bin.17	B_bin.6	M_acald_e	0.04	0.02	1	0.0008
all	minimal	B_bin.17	B_bin.6	M_fe2_e	0.04	1.0	1	0.04
all	minimal	B_bin.17	B_bin.6	M_glu__L_e	0.04	0.01	1	0.0004
all	minimal	B_bin.17	B_bin.6	M_lys__L_e	0.04	0.03	1	0.0012
all	minimal	B_bin.17	B_bin.6	M_nh4_e	0.04	0.45	1	0.018000000000000002
all	minimal	B_bin.17	B_bin.6	M_pheme_e	0.04	1.0	1	0.04
all	minimal	B_bin.17	B_bin.6	M_pi_e	0.04	0.38	1	0.0152
all	minimal	B_bin.17	B_bin.7	M_acald_e	1.0	0.02	1	0.02
all	minimal	B_bin.17	B_bin.7	M_arg__L_e	1.0	0.97	1	0.97
all	minimal	B_bin.17	B_bin.7	M_glu__L_e	1.0	0.01	1	0.01
all	minimal	B_bin.17	B_bin.7	M_lys__L_e	1.0	0.03	1	0.03
all	minimal	B_bin.17	B_bin.7	M_nh4_e	1.0	0.45	1	0.45
all	minimal	B_bin.17	B_bin.7	M_o2_e	1.0	0.95	1	0.95
all	minimal	B_bin.17	B_bin.7	M_pheme_e	1.0	1.0	1	1.0
all	minimal	B_bin.17	B_bin.8	M_acald_e	0.19	0.02	1	0.0038
all	minimal	B_bin.17	B_bin.8	M_alaala_e	0.19	0.17	1	0.0323
all	minimal	B_bin.17	B_bin.8	M_fe2_e	0.19	1.0	1	0.19
all	minimal	B_bin.17	B_bin.8	M_indole_e	0.19	0.01	1	0.0019
all	minimal	B_bin.17	B_bin.8	M_lys__L_e	0.19	0.03	1	0.0057
all	minimal	B_bin.17	B_bin.8	M_nh4_e	0.19	0.45	1	0.0855
all	minimal	B_bin.17	B_bin.8	M_o2_e	0.19	0.95	1	0.1805
all	minimal	B_bin.17	B_bin.8	M_pi_e	0.19	0.38	1	0.0722
all	minimal	B_bin.17	B_bin.8	M_ura_e	0.19	0.12	1	0.0228
all	minimal	B_bin.17	B_bin.9	M_4abz_e	0.03	0.03	1	0.0009
all	minimal	B_bin.17	B_bin.9	M_acald_e	0.03	0.02	1	0.0006
all	minimal	B_bin.17	B_bin.9	M_fe2_e	0.03	1.0	1	0.03
all	minimal	B_bin.17	B_bin.9	M_indole_e	0.03	0.01	1	0.0003
all	minimal	B_bin.17	B_bin.9	M_nh4_e	0.03	0.45	1	0.0135
all	minimal	B_bin.17	B_bin.9	M_pi_e	0.03	0.38	1	0.0114
all	minimal	B_bin.17	B_bin.9	M_ura_e	0.03	0.12	1	0.0036
